Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
973,5,02/08/2013,5545,687,1,1,0,1
787,1,27/05/2013,12157,1303,1,1,0,0
1022,6,02/08/2014,5786,661,1,0,0,0
548,4,28/03/2013,6218,514,1,1,0,1
201,7,04/08/2013,0,0,0,0,0,0
902,7,14/07/2013,0,0,0,0,0,0
22,1,25/05/2015,0,0,0,0,a,0
1036,5,26/04/2013,5371,515,1,1,0,0
993,7,26/04/2015,0,0,0,0,0,0
301,5,17/04/2015,6013,609,1,1,0,1
375,2,14/01/2014,6702,700,1,0,0,0
431,4,26/12/2013,0,0,0,0,c,1
860,3,12/06/2013,3746,534,1,0,0,0
599,2,16/04/2013,7392,773,1,0,0,0
1060,4,19/09/2013,5489,728,1,0,0,0
872,3,04/09/2013,8491,976,1,0,0,0
452,7,23/06/2013,0,0,0,0,0,0
690,1,26/01/2015,6520,832,1,1,0,0
211,4,06/02/2014,14523,1623,1,1,0,1
604,5,06/06/2014,10204,721,1,1,0,0
413,1,02/03/2015,8723,1000,1,1,0,0
489,7,10/03/2013,0,0,0,0,0,0
472,4,29/05/2014,0,0,0,0,a,0
343,4,20/06/2013,6557,631,1,1,0,0
753,7,15/03/2015,0,0,0,0,0,0
550,5,13/06/2014,6109,508,1,0,0,0
983,4,16/07/2015,8881,1202,1,1,0,1
57,5,29/08/2014,8703,893,1,0,0,1
1020,4,10/07/2014,6891,879,1,0,0,0
128,3,20/05/2015,8979,656,1,1,0,0
898,1,05/05/2014,10731,1003,1,1,0,0
574,2,03/03/2015,10364,701,1,1,0,0
881,3,15/05/2013,4661,727,1,1,0,0
1115,1,23/09/2013,6873,475,1,1,0,0
572,7,08/02/2015,0,0,0,0,0,0
941,2,10/12/2013,4532,571,1,0,0,0
507,6,01/02/2014,8611,683,1,0,0,0
321,3,02/01/2013,4868,506,1,0,0,1
879,2,07/05/2013,3398,352,1,0,0,0
242,4,02/01/2014,3671,360,1,0,0,1
1043,5,14/11/2014,8952,1202,1,1,0,0
346,6,22/11/2014,4854,470,1,0,0,0
228,1,28/07/2014,8481,562,1,1,0,1
599,5,21/06/2013,10765,984,1,1,0,1
859,4,15/01/2015,7435,689,1,1,0,0
8,5,12/06/2015,5474,676,1,0,0,0
760,7,06/04/2014,0,0,0,0,0,0
936,4,25/07/2013,5160,776,1,0,0,1
780,3,12/11/2014,6859,788,1,1,0,0
835,6,27/07/2013,3588,542,1,0,0,0
479,2,23/04/2013,12724,1506,1,1,0,0
595,6,30/03/2013,26556,2946,1,0,0,0
953,6,05/04/2014,2207,232,1,0,0,0
895,5,22/02/2013,8909,878,1,1,0,0
911,2,24/02/2015,8280,786,1,0,0,0
346,6,12/07/2014,5578,497,1,0,0,0
74,1,25/08/2014,5082,788,1,0,0,0
285,2,21/01/2014,4747,464,1,1,0,0
545,5,12/06/2015,8476,885,1,0,0,0
424,2,29/01/2013,4290,535,1,0,0,0
703,4,06/03/2014,4099,417,1,1,0,0
782,5,28/06/2013,6088,545,1,0,0,0
151,1,27/10/2014,5229,549,1,0,0,1
946,7,04/08/2013,0,0,0,0,0,0
682,3,20/11/2013,14676,2119,1,1,0,0
590,5,02/08/2013,5710,431,1,1,0,1
693,7,02/06/2013,0,0,0,0,0,0
706,2,12/03/2013,3963,388,1,0,0,0
816,4,15/08/2013,4674,666,1,1,0,1
356,2,05/02/2013,5123,357,1,1,0,0
189,7,22/06/2014,0,0,0,0,0,0
815,6,13/04/2013,8007,872,1,0,0,0
327,6,23/02/2013,6342,766,1,0,0,0
716,2,03/09/2013,3566,322,1,0,0,1
130,4,02/05/2013,6806,696,1,1,0,0
313,1,14/04/2014,12961,1058,1,1,0,0
143,7,05/07/2015,0,0,0,0,0,0
396,6,09/02/2013,3950,417,1,0,0,0
77,4,28/03/2013,11950,945,1,1,0,1
1095,7,12/10/2014,0,0,0,0,0,0
456,3,19/02/2014,6249,815,1,1,0,0
463,7,18/08/2013,0,0,0,0,0,0
195,5,27/03/2015,9999,1202,1,0,0,0
214,1,27/10/2014,7048,610,1,0,0,0
804,5,24/04/2015,3905,351,1,0,0,0
63,1,14/07/2014,9247,753,1,1,0,1
256,4,26/02/2015,8365,1056,1,0,0,0
749,3,31/12/2014,3155,382,1,0,0,1
985,6,16/02/2013,8305,870,1,0,0,0
551,5,29/05/2015,9351,1188,1,0,0,0
236,2,13/08/2013,8327,997,1,1,0,0
720,3,13/11/2013,6246,668,1,0,0,0
424,6,20/12/2014,8759,871,1,0,0,0
318,5,25/01/2013,8565,742,1,1,0,0
296,1,01/06/2015,9989,955,1,1,0,0
464,4,19/06/2014,9940,1229,1,1,0,0
846,7,23/06/2013,0,0,0,0,0,0
671,4,28/02/2013,5243,580,1,0,0,0
891,6,17/01/2015,7766,1091,1,0,0,0
897,3,15/07/2015,3282,327,1,1,0,0
507,1,09/09/2013,13592,948,1,1,0,0
81,4,19/02/2015,5888,471,1,1,0,1
681,1,30/09/2013,3631,560,1,0,0,0
144,2,14/07/2015,8316,770,1,1,0,0
377,7,12/01/2014,0,0,0,0,0,0
474,2,19/11/2013,9644,804,1,1,0,0
757,4,11/07/2013,5422,476,1,0,0,0
693,6,27/07/2013,3660,334,1,0,0,1
133,1,15/12/2014,14962,1311,1,1,0,0
873,5,03/04/2015,0,0,0,1,b,1
342,3,11/09/2013,13756,1034,1,1,0,1
501,1,02/02/2015,6080,608,1,1,0,0
807,7,13/07/2014,0,0,0,0,0,0
36,6,18/07/2015,10169,1060,1,0,0,0
302,4,06/03/2014,4057,327,1,1,0,0
820,6,10/05/2014,13528,1241,1,0,0,0
850,1,16/03/2015,9586,857,1,1,0,0
1086,4,08/01/2015,6300,677,1,1,0,1
299,2,28/10/2014,5639,602,1,0,0,0
534,4,26/12/2013,0,0,0,0,c,1
430,4,16/07/2015,8690,700,1,1,0,0
572,1,19/05/2014,8397,670,1,1,0,0
889,2,16/06/2015,4645,467,1,1,0,0
290,3,19/11/2014,5960,639,1,0,0,0
1087,1,13/10/2014,4914,594,1,0,0,0
758,4,20/06/2013,5289,737,1,1,0,0
126,7,16/03/2014,0,0,0,0,0,0
157,6,20/04/2013,6741,734,1,0,0,0
163,7,29/09/2013,0,0,0,0,0,0
336,4,19/03/2015,14142,2008,1,1,0,0
721,2,16/12/2014,11774,947,1,1,0,0
1008,5,22/03/2013,5337,772,1,1,0,0
711,4,05/03/2015,8097,561,1,1,0,0
1089,5,29/05/2015,12144,1087,1,0,0,0
814,7,10/08/2014,0,0,0,0,0,0
1080,1,24/03/2014,9707,858,1,0,0,0
613,2,21/05/2013,6653,1071,1,0,0,0
425,5,12/12/2014,3139,429,1,0,0,0
104,2,23/07/2013,8094,1160,1,0,0,1
719,2,27/05/2014,4855,424,1,0,0,0
912,4,13/02/2014,4139,616,1,0,0,0
771,6,07/06/2014,6352,587,1,0,0,0
309,2,17/02/2015,7927,630,1,1,0,0
443,2,17/03/2015,6350,535,1,1,0,0
815,1,20/01/2014,13131,1147,1,1,0,0
925,6,05/01/2013,5858,1263,1,0,0,0
665,4,27/03/2014,6646,1182,1,0,0,0
895,7,03/02/2013,0,0,0,0,0,0
425,1,26/05/2014,2912,444,1,0,0,0
187,7,14/04/2013,0,0,0,0,0,0
65,6,09/08/2014,2654,239,1,0,0,0
657,1,02/12/2013,11453,1313,1,1,0,0
698,7,26/07/2015,0,0,0,0,0,0
357,7,21/04/2013,0,0,0,0,0,0
755,1,18/05/2015,15366,1135,1,1,0,0
773,6,18/01/2014,3941,535,1,0,0,0
46,7,24/05/2015,0,0,0,0,0,0
709,2,29/04/2014,13021,1686,1,1,0,0
60,2,17/09/2013,5662,597,1,0,0,0
1021,7,17/08/2014,0,0,0,0,0,0
625,3,04/12/2013,8575,762,1,1,0,0
876,2,20/08/2013,8243,1137,1,0,0,1
252,5,06/09/2013,7535,693,1,0,0,0
944,4,26/09/2013,7056,1102,1,1,0,0
59,3,19/03/2014,6458,623,1,1,0,0
1008,5,11/01/2013,5350,759,1,1,0,0
595,3,04/12/2013,21062,2163,1,1,0,0
367,7,30/06/2013,0,0,0,0,0,0
806,7,01/09/2013,0,0,0,0,0,0
364,7,27/07/2014,0,0,0,0,0,0
217,1,21/07/2014,3636,584,1,0,0,1
703,2,17/12/2013,6059,524,1,1,0,0
222,3,22/07/2015,3798,475,1,0,0,1
873,2,30/12/2014,5114,566,1,0,0,1
756,1,18/08/2014,23076,2771,1,1,0,1
895,5,09/05/2014,10390,981,1,1,0,0
491,2,21/04/2015,4450,426,1,0,0,0
971,2,16/09/2014,8671,961,1,1,0,0
117,6,29/11/2014,3010,399,1,0,0,0
122,6,06/09/2014,6557,896,1,0,0,0
292,1,18/05/2015,8270,938,1,1,0,0
197,2,10/06/2014,6332,770,1,0,0,0
594,5,11/04/2014,3850,475,1,0,0,0
925,1,14/07/2014,7917,1241,1,1,0,0
14,2,25/03/2014,4340,579,1,0,0,0
296,6,27/07/2013,3878,410,1,0,0,1
895,7,30/11/2014,0,0,0,0,0,0
1049,5,06/12/2013,5286,687,1,1,0,0
754,2,29/07/2014,8517,953,1,1,0,1
612,1,20/05/2013,0,0,0,0,a,0
649,1,02/06/2014,6665,587,1,1,0,1
619,2,26/03/2013,4987,478,1,1,0,1
278,3,09/04/2014,6826,778,1,0,0,0
205,1,01/07/2013,11291,1300,1,1,0,1
92,3,25/09/2013,4733,462,1,1,0,0
387,4,12/06/2014,7991,1190,1,0,0,0
558,3,20/11/2013,3317,445,1,1,0,0
66,7,07/06/2015,0,0,0,0,0,0
684,2,06/01/2015,0,0,0,1,a,0
104,5,09/01/2015,8412,1059,1,1,0,0
919,6,16/05/2015,3756,450,1,0,0,0
961,6,20/09/2014,5863,668,1,0,0,0
487,1,20/04/2015,4992,520,1,0,0,0
21,1,29/06/2015,10608,696,1,1,0,0
740,1,31/03/2014,8986,620,1,1,0,0
946,3,25/09/2013,4074,531,1,1,0,0
1113,2,26/05/2015,6757,716,1,0,0,0
740,5,17/05/2013,7814,581,1,1,0,0
825,3,15/04/2015,5859,636,1,1,0,0
70,3,11/02/2015,4620,558,1,0,0,0
1007,7,10/08/2014,0,0,0,0,0,0
529,6,08/06/2013,6832,684,1,0,0,0
420,1,26/08/2013,5396,485,1,1,0,1
98,6,31/01/2015,5664,500,1,0,0,0
20,7,29/09/2013,0,0,0,0,0,0
827,4,23/04/2015,12655,1743,1,0,0,0
360,2,03/03/2015,9278,892,1,1,0,0
601,5,21/11/2014,4230,359,1,0,0,0
968,2,14/07/2015,7497,941,1,1,0,1
972,6,06/06/2015,1639,179,1,0,0,0
976,7,12/10/2014,0,0,0,0,0,0
17,6,31/08/2013,3040,421,1,0,0,0
683,3,02/01/2013,9784,977,1,0,0,1
50,2,26/08/2014,2620,244,1,0,0,1
376,5,26/04/2013,8304,1006,1,1,0,0
106,5,03/01/2014,8898,901,1,0,0,1
874,3,25/12/2013,0,0,0,0,c,1
985,5,20/03/2015,9117,773,1,1,0,0
1031,5,19/04/2013,3935,333,1,0,0,0
950,2,22/01/2013,7094,639,1,1,0,0
850,3,25/09/2013,5844,625,1,1,0,0
75,2,27/08/2013,5564,575,1,1,0,0
717,6,29/03/2014,4007,436,1,0,0,0
748,4,30/05/2013,0,0,0,1,a,0
570,2,19/02/2013,6877,891,1,1,0,0
751,7,03/02/2013,0,0,0,0,0,0
1058,5,10/04/2015,6417,670,1,0,0,1
974,7,29/06/2014,0,0,0,0,0,0
401,4,02/04/2015,9365,734,1,1,0,1
586,5,21/03/2014,12665,1919,1,1,0,0
629,7,26/05/2013,0,0,0,0,0,0
342,3,24/07/2013,10320,783,1,0,0,0
687,4,24/01/2013,7522,661,1,1,0,0
1041,3,13/11/2013,4253,589,1,0,0,0
995,1,23/06/2014,7560,729,1,0,0,0
886,3,17/12/2014,8961,735,1,1,0,0
711,2,27/05/2014,6142,518,1,0,0,0
564,4,10/01/2013,4660,428,1,1,0,0
153,4,24/04/2014,5704,624,1,0,0,1
334,3,15/10/2014,3511,448,1,0,0,1
591,2,08/01/2013,6896,614,1,1,0,0
537,1,28/01/2013,4140,541,1,0,0,0
934,4,05/02/2015,6675,695,1,1,0,0
9,7,13/04/2014,0,0,0,0,0,0
819,1,29/12/2014,6678,602,1,0,0,1
320,1,21/01/2013,19610,2443,1,1,0,0
1051,4,02/05/2013,9312,1212,1,1,0,0
794,7,25/01/2015,0,0,0,0,0,0
1006,2,21/10/2014,6846,929,1,1,0,0
613,4,23/04/2015,4340,709,1,0,0,0
1053,2,26/02/2013,6486,849,1,0,0,0
652,6,08/03/2014,4279,535,1,0,0,0
255,2,02/06/2015,7941,675,1,1,0,0
118,3,20/05/2015,8115,713,1,1,0,0
542,5,25/10/2013,6529,528,1,1,0,0
887,6,16/03/2013,6003,551,1,0,0,0
448,1,20/07/2015,8064,721,1,0,0,1
512,6,03/05/2014,4829,1131,1,0,0,0
89,6,05/04/2014,4674,475,1,0,0,0
738,3,10/12/2014,7339,618,1,0,0,0
434,1,14/04/2014,12152,802,1,1,0,1
499,4,01/05/2014,0,0,0,1,a,0
497,5,04/10/2013,10136,1352,1,0,0,0
491,3,29/04/2015,8567,591,1,1,0,0
621,4,25/06/2015,4781,704,1,0,0,0
1033,2,04/03/2014,17179,1515,1,1,0,0
437,3,19/11/2014,0,0,0,0,a,0
237,5,31/07/2015,4879,564,1,1,0,1
600,6,03/01/2015,7121,673,1,0,0,0
501,4,02/07/2015,5018,533,1,1,0,0
971,1,07/04/2014,5570,769,1,0,0,0
117,2,19/05/2015,4143,532,1,1,0,0
343,7,12/07/2015,0,0,0,0,0,0
647,5,02/08/2013,7556,827,1,1,0,1
199,6,21/02/2015,7491,657,1,0,0,0
81,4,09/07/2015,5953,486,1,0,0,0
600,1,13/10/2014,5605,566,1,0,0,1
1040,5,29/05/2015,9471,908,1,0,0,0
16,6,12/07/2014,5331,582,1,0,0,0
580,1,06/07/2015,10300,1686,1,0,0,0
801,6,19/01/2013,2779,296,1,0,0,0
827,1,20/04/2015,13460,1796,1,0,0,0
60,2,08/07/2014,6601,658,1,0,0,0
856,4,19/03/2015,7437,1015,1,1,0,0
402,3,03/09/2014,6697,685,1,1,0,1
68,6,13/12/2014,15145,1930,1,0,0,0
721,5,20/06/2014,8494,833,1,1,0,0
993,3,22/01/2014,7103,667,1,1,0,0
661,5,09/05/2014,8475,662,1,1,0,0
943,5,22/03/2013,7327,695,1,1,0,0
70,6,03/01/2015,5926,640,1,0,0,0
899,2,05/05/2015,6619,695,1,1,0,0
539,1,13/01/2014,9783,1131,1,0,0,0
604,6,28/03/2015,6528,514,1,0,0,0
696,3,01/07/2015,10730,1220,1,1,0,0
816,6,06/07/2013,3630,547,1,0,0,0
702,6,09/03/2013,3673,309,1,0,0,0
985,1,09/06/2014,0,0,0,0,a,0
940,7,19/04/2015,0,0,0,0,0,0
135,6,05/07/2014,7044,639,1,0,0,0
1031,6,09/05/2015,3473,323,1,0,0,0
196,4,20/02/2014,5496,739,1,1,0,1
938,2,20/08/2013,8309,925,1,0,0,0
32,3,15/05/2013,5069,564,1,1,0,0
362,6,06/09/2014,8214,1064,1,0,0,0
838,2,17/09/2013,5267,680,1,0,0,0
511,6,14/12/2013,7029,1042,1,0,0,0
103,5,17/05/2013,0,0,0,1,0,0
716,7,19/07/2015,0,0,0,0,0,0
727,7,15/02/2015,0,0,0,0,0,0
1024,2,19/03/2013,6043,730,1,1,0,0
301,3,16/10/2013,3776,461,1,0,0,1
84,5,06/06/2014,15328,1567,1,1,0,0
1101,2,03/06/2014,12057,1125,1,1,0,0
430,5,05/06/2015,11834,904,1,1,0,1
792,6,07/12/2013,5135,493,1,0,0,0
1019,1,29/06/2015,17608,1044,1,1,0,0
949,1,05/08/2013,5094,526,1,0,0,0
479,2,12/02/2013,10130,1331,1,0,0,0
371,7,12/01/2014,0,0,0,0,0,0
623,3,08/01/2014,7844,891,1,1,0,0
701,7,26/05/2013,0,0,0,0,0,0
648,7,02/11/2014,0,0,0,0,0,0
895,1,21/07/2014,9522,937,1,0,0,0
810,1,14/04/2014,8610,630,1,1,0,1
424,3,18/06/2014,8968,1010,1,1,0,0
617,5,26/09/2014,5873,515,1,0,0,0
962,7,18/01/2015,0,0,0,0,0,0
903,5,31/07/2015,13911,906,1,1,0,0
824,3,04/12/2013,11497,1200,1,1,0,0
291,6,24/05/2014,5043,489,1,0,0,0
384,2,24/09/2013,10078,1202,1,1,0,0
342,2,30/04/2013,14831,1091,1,1,0,0
333,6,22/11/2014,8926,1118,1,0,0,0
1079,1,05/05/2014,12243,889,1,1,0,0
731,3,05/11/2014,11360,1092,1,1,0,0
520,3,11/12/2013,3308,372,1,0,0,0
321,4,14/11/2013,3930,433,1,0,0,0
42,5,28/11/2014,15700,1423,1,1,0,0
699,1,04/08/2014,9134,974,1,1,0,1
140,4,10/04/2014,7129,984,1,0,0,0
236,6,25/04/2015,4262,496,1,0,0,0
690,7,28/12/2014,0,0,0,0,0,0
502,1,06/05/2013,10422,1647,1,0,0,0
245,1,08/04/2013,9771,1106,1,1,0,0
181,2,23/07/2013,4994,625,1,0,0,0
432,6,30/05/2015,7376,1021,1,0,0,0
581,5,05/09/2014,5493,636,1,1,0,1
509,1,11/08/2014,6270,558,1,0,0,1
821,3,13/02/2013,5707,838,1,0,0,0
344,2,02/07/2013,11173,1355,1,1,0,1
858,6,12/01/2013,3234,292,1,0,0,0
920,4,16/05/2013,6137,577,1,1,0,0
812,6,16/03/2013,3670,413,1,0,0,0
786,3,12/02/2014,3063,534,1,0,0,1
324,2,06/08/2013,4761,721,1,0,0,1
98,5,04/10/2013,5581,487,1,0,0,0
482,5,27/02/2015,7776,872,1,0,0,0
827,7,07/07/2013,0,0,0,0,0,0
706,1,27/05/2013,6626,545,1,1,0,1
1045,2,25/06/2013,7167,980,1,0,0,1
846,4,19/09/2013,6567,720,1,0,0,0
503,7,13/07/2014,0,0,0,0,0,0
483,1,16/12/2013,11681,1157,1,1,0,0
152,3,30/10/2013,4788,622,1,0,0,1
659,2,05/08/2014,6573,712,1,1,0,1
1001,2,29/01/2013,3917,548,1,0,0,0
159,1,16/03/2015,11251,887,1,1,0,0
328,4,19/03/2015,4964,572,1,1,0,0
111,5,10/05/2013,7345,716,1,0,0,0
1011,2,17/06/2014,10766,1179,1,1,0,0
848,3,08/01/2014,8862,944,1,1,0,0
346,2,06/08/2013,6564,587,1,0,0,1
602,4,05/02/2015,6359,611,1,1,0,0
794,1,22/07/2013,2831,514,1,0,0,1
736,2,22/04/2014,4594,486,1,0,0,1
838,2,07/04/2015,8400,919,1,0,0,1
423,3,25/09/2013,10663,1927,1,1,0,0
981,5,17/05/2013,7487,837,1,1,0,1
854,5,28/11/2014,8175,769,1,1,0,0
596,3,07/05/2014,4607,650,1,1,0,0
401,5,30/05/2014,9965,828,1,0,0,1
477,1,01/04/2013,0,0,0,0,b,1
695,3,03/09/2014,6051,549,1,1,0,0
122,5,08/11/2013,6093,694,1,1,0,0
583,7,25/08/2013,0,0,0,0,0,0
247,2,18/11/2014,5917,496,1,0,0,0
267,2,24/03/2015,6127,786,1,0,0,0
874,1,22/12/2014,6789,732,1,0,0,1
236,1,12/05/2014,6639,896,1,0,0,0
830,5,02/05/2014,8778,687,1,1,0,0
957,6,23/05/2015,5126,550,1,0,0,0
116,4,03/04/2014,7476,760,1,1,0,0
440,2,22/04/2014,5128,661,1,0,0,1
268,1,08/07/2013,4235,578,1,0,0,1
443,4,24/07/2014,4323,410,1,0,0,1
94,2,24/06/2014,5371,548,1,0,0,0
267,5,24/07/2015,7698,962,1,0,0,1
1024,3,30/10/2013,5036,743,1,0,0,0
292,3,13/03/2013,4534,671,1,0,0,0
839,4,10/07/2014,5496,657,1,0,0,1
282,7,14/12/2014,0,0,0,0,0,0
427,6,28/09/2013,6601,675,1,0,0,0
823,2,26/02/2013,4516,512,1,0,0,0
525,3,29/05/2013,10356,868,1,1,0,0
793,1,14/07/2014,8080,645,1,1,0,1
669,2,30/04/2013,5099,503,1,1,0,0
487,6,15/06/2013,6410,698,1,0,0,0
708,7,12/05/2013,0,0,0,0,0,0
655,7,15/03/2015,0,0,0,0,0,0
254,6,03/05/2014,3730,321,1,0,0,0
1041,4,06/06/2013,5775,662,1,1,0,0
874,7,05/10/2014,0,0,0,0,0,0
646,3,01/04/2015,6736,813,1,1,0,1
455,4,28/02/2013,5040,355,1,0,0,0
994,3,05/02/2014,5092,463,1,1,0,0
700,7,22/02/2015,0,0,0,0,0,0
998,7,22/02/2015,0,0,0,0,0,0
767,5,31/10/2014,6525,748,1,0,0,0
782,6,14/02/2015,5456,534,1,0,0,0
291,4,26/03/2015,6298,682,1,0,0,0
832,6,02/02/2013,7525,661,1,0,0,0
304,3,23/07/2014,5733,1056,1,0,0,0
257,5,01/03/2013,6429,735,1,0,0,0
1049,6,06/06/2015,2995,476,1,0,0,0
57,7,09/03/2014,0,0,0,0,0,0
345,6,04/01/2014,3044,334,1,0,0,0
744,4,18/06/2015,7823,807,1,1,0,0
841,7,31/08/2014,0,0,0,0,0,0
612,2,12/05/2015,4782,298,1,0,0,0
753,6,18/01/2014,7412,658,1,0,0,0
105,3,27/05/2015,4929,506,1,0,0,1
804,4,10/10/2013,4723,397,1,1,0,0
1034,5,23/01/2015,4967,625,1,0,0,0
307,5,30/05/2014,3716,418,1,0,0,1
820,6,10/01/2015,11847,1051,1,0,0,0
109,7,10/08/2014,0,0,0,0,0,0
839,1,15/07/2013,8462,893,1,1,0,1
192,7,22/12/2013,0,0,0,0,0,0
1087,3,13/08/2014,4617,493,1,0,0,1
1031,1,15/07/2013,8673,651,1,1,0,0
331,7,22/09/2013,0,0,0,0,0,0
896,4,03/01/2013,6335,1012,1,0,0,1
727,5,17/01/2014,3829,426,1,0,0,0
618,2,25/11/2014,6882,495,1,1,0,0
613,4,17/01/2013,5324,891,1,0,0,0
1014,7,20/04/2014,0,0,0,0,0,0
124,7,19/01/2014,0,0,0,0,0,0
664,6,20/07/2013,2872,400,1,0,0,0
439,2,12/11/2013,5356,748,1,0,0,0
677,7,10/03/2013,0,0,0,0,0,0
660,3,21/05/2014,4938,528,1,1,0,0
71,4,27/06/2013,7476,662,1,0,0,0
875,2,23/04/2013,5157,459,1,1,0,0
1048,6,22/11/2014,6876,546,1,0,0,0
994,6,14/06/2014,2467,269,1,0,0,0
636,1,08/07/2013,4153,593,1,0,0,0
586,2,13/01/2015,13621,1965,1,1,0,0
779,2,16/04/2013,5172,644,1,0,0,0
638,6,22/03/2014,5481,522,1,0,0,0
450,1,15/06/2015,11255,1047,1,1,0,0
117,1,04/08/2014,4768,601,1,1,0,1
1064,2,28/10/2014,7147,907,1,0,0,0
1069,4,14/02/2013,4868,732,1,0,0,0
986,4,21/03/2013,8879,1146,1,1,0,0
453,6,02/05/2015,12492,1388,1,0,0,0
207,4,12/03/2015,9109,1067,1,0,0,0
501,3,13/05/2015,5241,662,1,0,0,0
665,6,06/07/2013,7008,1062,1,0,0,1
623,2,04/11/2014,8034,862,1,1,0,0
9,2,06/08/2013,4922,492,1,0,0,1
331,7,27/04/2014,0,0,0,0,0,0
861,1,02/02/2015,5138,640,1,1,0,0
1019,3,25/06/2014,7805,674,1,0,0,0
878,7,17/03/2013,0,0,0,0,0,0
84,6,29/03/2014,10166,1185,1,0,0,0
47,3,04/02/2015,8604,1083,1,1,0,0
897,3,23/07/2014,2099,242,1,0,0,0
524,2,26/08/2014,9361,1089,1,0,0,0
1073,3,14/01/2015,6696,839,1,1,0,0
758,3,05/11/2014,6099,662,1,1,0,0
299,5,12/07/2013,7866,969,1,0,0,1
433,4,10/07/2014,5661,705,1,0,0,0
1058,7,28/06/2015,0,0,0,0,0,0
497,6,25/05/2013,7145,926,1,0,0,0
668,1,22/09/2014,7583,1086,1,0,0,0
68,2,12/03/2013,5498,981,1,0,0,0
984,6,04/07/2015,4241,633,1,0,0,0
474,2,17/03/2015,8723,816,1,1,0,0
282,4,19/06/2014,4982,709,1,1,0,0
967,4,09/01/2014,8868,1008,1,1,0,0
958,2,19/03/2013,5220,665,1,1,0,0
823,7,18/05/2014,0,0,0,0,0,0
979,3,10/06/2015,5074,579,1,0,0,0
801,2,05/05/2015,5473,517,1,1,0,0
208,3,12/03/2014,1571,271,1,0,0,0
163,2,16/09/2014,7519,898,1,1,0,0
572,5,16/08/2013,6340,559,1,1,0,1
714,3,05/02/2014,4660,316,1,1,0,0
1049,7,02/03/2014,0,0,0,0,0,0
397,5,01/03/2013,4861,728,1,0,0,0
422,1,08/12/2014,5324,527,1,0,0,0
846,3,19/11/2014,7193,700,1,0,0,0
667,5,18/04/2014,0,0,0,1,b,1
140,6,27/07/2013,5210,661,1,0,0,1
906,5,31/05/2013,17744,1790,1,1,0,0
236,7,27/04/2014,0,0,0,0,0,0
231,5,18/04/2014,0,0,0,1,b,1
571,3,31/07/2013,8871,599,1,1,0,1
232,6,27/07/2013,2681,281,1,0,0,0
142,2,17/06/2014,5659,668,1,1,0,0
62,3,03/12/2014,8032,828,1,1,0,0
50,4,06/06/2013,4066,356,1,1,0,0
1007,1,22/09/2014,5787,732,1,0,0,0
352,6,14/03/2015,6367,652,1,0,0,0
593,7,08/12/2013,0,0,0,0,0,0
462,4,31/10/2013,0,0,0,0,a,0
422,5,22/05/2015,4588,431,1,1,0,0
783,1,01/06/2015,11373,901,1,1,0,0
676,6,12/07/2014,5267,1248,1,0,0,0
846,5,18/01/2013,8540,925,1,0,0,0
820,3,25/03/2015,10288,962,1,0,0,0
669,5,29/11/2013,5379,462,1,0,0,0
157,7,18/08/2013,0,0,0,0,0,0
1003,2,10/06/2014,5671,705,1,0,0,1
379,2,18/11/2014,3092,418,1,0,0,0
742,4,15/05/2014,6806,798,1,0,0,0
381,1,15/04/2013,8056,1037,1,0,0,0
247,7,21/09/2014,0,0,0,0,0,0
87,5,08/08/2014,5815,743,1,1,0,1
1010,1,21/01/2013,9951,851,1,1,0,0
212,2,06/05/2014,5624,517,1,1,0,0
593,3,09/07/2014,7759,1108,1,0,0,0
1107,7,10/05/2015,0,0,0,0,0,0
827,7,07/04/2013,0,0,0,0,0,0
632,3,30/07/2014,7343,894,1,1,0,1
980,2,18/11/2014,5771,509,1,0,0,0
1108,1,18/11/2013,10668,956,1,1,0,0
49,7,11/08/2013,0,0,0,0,0,0
332,5,27/03/2015,3694,481,1,0,0,0
998,5,04/04/2014,4667,594,1,1,0,0
426,1,22/06/2015,3796,506,1,0,0,0
930,1,16/09/2013,5075,925,1,0,0,0
184,6,07/02/2015,6509,560,1,0,0,0
174,1,24/03/2014,5136,447,1,0,0,0
626,1,09/06/2014,0,0,0,0,a,0
143,4,07/05/2015,6883,609,1,1,0,0
671,2,26/11/2013,5368,598,1,0,0,0
717,7,05/04/2015,0,0,0,0,0,0
591,5,24/05/2013,6177,529,1,0,0,1
959,1,16/03/2015,10705,1023,1,1,0,0
814,7,08/02/2015,0,0,0,0,0,0
357,6,08/06/2013,6407,867,1,0,0,0
452,7,19/05/2013,0,0,0,0,0,0
733,3,02/04/2014,15244,3466,1,1,0,0
411,5,25/07/2014,7709,625,1,0,0,0
639,7,25/08/2013,0,0,0,0,0,0
817,6,04/10/2014,16269,2458,1,0,0,0
604,7,01/02/2015,0,0,0,0,0,0
255,7,15/12/2013,0,0,0,0,0,0
583,5,30/05/2014,6263,656,1,0,0,1
81,4,01/05/2014,0,0,0,1,a,0
281,4,20/11/2014,5887,550,1,0,0,0
770,3,11/03/2015,6053,694,1,0,0,0
576,5,04/10/2013,6443,950,1,0,0,1
978,5,27/12/2013,7722,1154,1,0,0,1
1104,2,29/01/2013,2925,271,1,0,0,0
226,7,14/09/2014,0,0,0,0,0,0
362,1,28/04/2014,11093,1193,1,1,0,0
